Values,Timestamp,Moving Average,MA_1000,MA_5000,Voltage Change,Time Difference,Rate of Change
55,2024-06-30 08:40:24,55.8,81.464,67.1948,-1.0,1.0,-1.0
54,2024-06-30 08:42:51,54.8,81.311,67.1424,-1.0,15.0,-0.06666666666666667
53,2024-06-30 08:47:00,53.8,81.001,67.0504,-1.0,16.0,-0.0625
52,2024-06-30 08:49:27,52.8,80.783,66.9922,-1.0,15.0,-0.06666666666666667
51,2024-06-30 08:52:48,51.8,80.638,66.9564,-1.0,18.0,-0.05555555555555555
50,2024-06-30 08:55:14,50.8,80.382,66.8968,-1.0,15.0,-0.06666666666666667
49,2024-06-30 08:58:17,49.8,80.075,66.8306,-1.0,16.0,-0.0625
48,2024-06-30 09:04:03,48.8,79.607,66.7688,-1.0,197.0,-0.005076142131979695
47,2024-06-30 09:05:09,47.8,79.346,66.7376,-1.0,1.0,-1.0
46,2024-06-30 09:07:36,46.8,78.868,66.6798,-1.0,15.0,-0.06666666666666667
45,2024-06-30 09:10:56,45.8,78.381,66.621,-1.0,17.0,-0.058823529411764705
44,2024-06-30 09:13:23,44.8,77.885,66.5614,-1.0,16.0,-0.0625
90,2024-06-30 10:28:42,90.8,77.448,66.5292,-1.0,16.0,-0.0625
89,2024-06-30 10:32:50,89.8,77.393,66.5442,-1.0,166.0,-0.006024096385542169
88,2024-06-30 10:33:23,89.2,77.372,66.5488,-1.0,18.0,-0.05555555555555555
87,2024-06-30 10:36:24,87.8,77.327,66.5574,-1.0,16.0,-0.0625
86,2024-06-30 10:39:08,86.8,77.197,66.581,-1.0,15.0,-0.06666666666666667
85,2024-06-30 10:43:16,85.8,77.064,66.603,-1.0,16.0,-0.0625
84,2024-06-30 10:46:34,84.8,76.907,66.6274,-1.0,15.0,-0.06666666666666667
83,2024-06-30 10:51:47,83.8,76.659,66.6652,-1.0,16.0,-0.0625
82,2024-06-30 10:53:58,82.8,76.566,66.6788,-1.0,17.0,-0.058823529411764705
81,2024-06-30 10:57:50,81.8,76.355,66.707,-1.0,33.0,-0.030303030303030304
80,2024-06-30 11:00:01,80.8,76.219,66.7246,-1.0,16.0,-0.0625
79,2024-06-30 11:04:09,79.8,76.049,66.7448,-1.0,82.0,-0.012195121951219513
78,2024-06-30 11:06:21,78.8,75.904,66.7608,-1.0,16.0,-0.0625
76,2024-06-30 11:13:13,77.6,75.817,66.7684,-2.0,347.0,-0.005763688760806916
75,2024-06-30 11:14:52,75.8,75.683,66.778,-1.0,16.0,-0.0625
74,2024-06-30 11:16:47,75.2,75.644,66.7802,-1.0,98.0,-0.01020408163265306
73,2024-06-30 11:19:31,73.8,75.423,66.791,-1.0,16.0,-0.0625
72,2024-06-30 11:21:12,72.8,75.275,66.7964,-1.0,17.0,-0.058823529411764705
71,2024-06-30 11:25:35,71.8,75.186,66.7986,-1.0,99.0,-0.010101010101010102
70,2024-06-30 11:26:43,71.0,75.116,66.7996,-1.0,19.0,-0.05263157894736842
69,2024-06-30 11:30:49,69.8,75.019,66.8002,-1.0,199.0,-0.005025125628140704
68,2024-06-30 11:32:28,68.8,74.919,66.8,-1.0,16.0,-0.0625
67,2024-06-30 11:36:17,67.8,74.593,66.798,-1.0,48.0,-0.020833333333333332
66,2024-06-30 11:38:31,66.8,74.384,66.7962,-1.0,17.0,-0.058823529411764705
66,2024-06-30 11:39:20,66.4,74.278,66.7958,-1.0,16.0,-0.0625
65,2024-06-30 11:42:05,65.8,74.011,66.7936,-1.0,16.0,-0.0625
64,2024-06-30 11:46:13,65.0,73.929,66.7924,-1.0,214.0,-0.004672897196261682
63,2024-06-30 11:48:41,63.8,73.648,66.7882,-1.0,16.0,-0.0625
62,2024-06-30 11:52:00,62.8,73.27,66.7808,-1.0,18.0,-0.05555555555555555
61,2024-06-30 11:56:56,61.8,72.68,66.7714,-1.0,16.0,-0.0625
60,2024-06-30 11:59:08,60.8,72.416,66.7672,-1.0,16.0,-0.0625
59,2024-06-30 12:02:26,59.8,72.025,66.7608,-1.0,16.0,-0.0625
59,2024-06-30 12:02:58,59.6,71.964,66.7598,-1.0,15.0,-0.06666666666666667
58,2024-06-30 12:05:28,58.8,71.653,66.7546,-1.0,17.0,-0.058823529411764705
57,2024-06-30 12:07:57,57.8,71.341,66.7494,-1.0,18.0,-0.05555555555555555
56,2024-06-30 12:09:02,56.8,71.212,66.7468,-1.0,16.0,-0.0625
55,2024-06-30 12:12:04,55.8,70.816,66.737,-1.0,17.0,-0.058823529411764705
54,2024-06-30 12:13:26,54.8,70.617,66.7308,-1.0,16.0,-0.0625
53,2024-06-30 12:17:01,53.8,70.14,66.7164,-1.0,18.0,-0.05555555555555555
52,2024-06-30 12:18:38,52.8,69.964,66.7104,-1.0,15.0,-0.06666666666666667
51,2024-06-30 12:21:25,51.8,69.747,66.703,-1.0,2.0,-0.5
50,2024-06-30 12:22:47,50.8,69.561,66.6958,-1.0,15.0,-0.06666666666666667
49,2024-06-30 12:26:22,49.8,69.225,66.6818,-1.0,99.0,-0.010101010101010102
48,2024-06-30 12:27:29,48.8,69.034,66.6786,-1.0,19.0,-0.05263157894736842
48,2024-06-30 12:28:34,48.2,68.879,66.6756,-1.0,17.0,-0.058823529411764705
47,2024-06-30 12:31:52,47.8,68.722,66.6722,-1.0,149.0,-0.006711409395973154
46,2024-06-30 12:32:23,47.2,68.641,66.67,-1.0,16.0,-0.0625
45,2024-06-30 12:35:43,45.8,68.079,66.656,-1.0,17.0,-0.058823529411764705
44,2024-06-30 12:37:22,44.8,67.835,66.6498,-1.0,15.0,-0.06666666666666667
43,2024-06-30 12:40:23,43.8,67.342,66.6352,-1.0,17.0,-0.058823529411764705
42,2024-06-30 12:43:41,42.8,66.753,66.6176,-1.0,16.0,-0.0625
41,2024-06-30 12:47:33,41.8,66.15,66.6022,-1.0,17.0,-0.058823529411764705
40,2024-06-30 12:54:08,40.8,65.019,66.579,-1.0,16.0,-0.0625
39,2024-06-30 12:56:37,39.8,64.584,66.5748,-1.0,16.0,-0.0625
38,2024-06-30 12:59:05,38.8,64.15,66.5702,-1.0,16.0,-0.0625
38,2024-06-30 13:00:10,38.6,64.02,66.5688,-1.0,32.0,-0.03125
37,2024-06-30 13:04:02,37.8,63.325,66.559,-1.0,16.0,-0.0625
36,2024-06-30 13:05:40,36.8,63.061,66.554,-1.0,16.0,-0.0625
35,2024-06-30 13:11:28,35.8,62.004,66.5302,-1.0,2.0,-0.5
34,2024-06-30 13:14:11,34.8,61.562,66.52,-1.0,15.0,-0.06666666666666667
33,2024-06-30 13:19:09,33.8,60.678,66.4958,-1.0,16.0,-0.0625
33,2024-06-30 13:20:16,33.2,60.5,66.4904,-1.0,18.0,-0.05555555555555555
32,2024-06-30 13:26:01,32.8,59.541,66.4594,-1.0,15.0,-0.06666666666666667
31,2024-06-30 13:33:11,31.8,58.458,66.4192,-1.0,16.0,-0.0625
30,2024-06-30 13:43:38,30.8,57.032,66.3578,-1.0,16.0,-0.0625
29,2024-06-30 13:53:32,29.8,55.445,66.1872,-1.0,16.0,-0.0625
28,2024-06-30 14:06:27,28.8,53.509,65.6988,-1.0,16.0,-0.0625
27,2024-06-30 14:15:14,27.8,52.192,65.3938,-1.0,16.0,-0.0625
26,2024-06-30 14:26:15,26.8,51.059,65.1598,-1.0,115.0,-0.008695652173913044
25,2024-06-30 14:42:45,25.8,48.837,64.758,-1.0,16.0,-0.0625
25,2024-06-30 14:43:35,25.6,48.711,64.737,-1.0,2.0,-0.5
99,2024-06-30 17:54:41,99.8,49.335,64.9262,-1.0,16.0,-0.0625
98,2024-06-30 19:22:04,98.8,53.381,65.7842,-1.0,17.0,-0.058823529411764705
97,2024-06-30 19:27:33,97.8,53.651,66.0108,-1.0,17.0,-0.058823529411764705
96,2024-06-30 20:02:59,96.8,55.679,67.4326,-1.0,16.0,-0.0625
95,2024-06-30 20:21:57,95.8,57.811,68.266,-1.0,18.0,-0.05555555555555555
94,2024-06-30 20:25:47,94.8,58.332,68.445,-1.0,1.0,-1.0
93,2024-06-30 20:42:16,93.8,59.845,68.9452,-1.0,312.0,-0.003205128205128205
92,2024-06-30 20:55:12,92.8,61.721,69.4928,-1.0,16.0,-0.0625
91,2024-06-30 21:08:08,91.8,63.843,69.9386,-1.0,17.0,-0.058823529411764705
90,2024-06-30 21:12:48,90.8,64.73,70.0752,-1.0,1.0,-1.0
90,2024-06-30 21:13:38,90.6,64.873,70.0948,-1.0,16.0,-0.0625
89,2024-06-30 21:27:23,89.8,67.043,70.331,-1.0,16.0,-0.0625
88,2024-06-30 21:38:06,88.8,69.188,70.4546,-1.0,16.0,-0.0625
87,2024-06-30 21:48:16,87.8,70.583,70.495,-1.0,16.0,-0.0625
86,2024-06-30 22:05:19,86.8,73.445,70.4234,-1.0,16.0,-0.0625
85,2024-06-30 22:10:34,85.8,74.248,70.3812,-1.0,19.0,-0.05263157894736842
84,2024-06-30 22:19:05,84.8,75.851,70.295,-1.0,17.0,-0.058823529411764705
83,2024-06-30 22:24:50,83.8,76.964,70.236,-1.0,15.0,-0.06666666666666667
82,2024-06-30 22:30:04,82.8,78.076,70.1728,-1.0,16.0,-0.0625
82,2024-06-30 22:30:36,82.6,78.181,70.1666,-1.0,15.0,-0.06666666666666667
81,2024-06-30 22:35:51,81.8,78.856,70.1248,-1.0,117.0,-0.008547008547008548
80,2024-06-30 22:37:13,80.8,79.165,70.1042,-1.0,16.0,-0.0625
79,2024-06-30 22:42:10,79.8,80.133,70.0356,-1.0,17.0,-0.058823529411764705
78,2024-06-30 22:45:28,79.2,80.232,70.028,-1.0,183.0,-0.00546448087431694
77,2024-06-30 22:52:04,77.8,80.917,69.9746,-1.0,16.0,-0.0625
76,2024-06-30 22:54:33,76.8,81.396,69.9344,-1.0,17.0,-0.058823529411764705
75,2024-06-30 23:00:19,75.8,82.114,69.8712,-1.0,18.0,-0.05555555555555555
74,2024-06-30 23:04:58,74.8,82.771,69.81,-1.0,16.0,-0.0625
73,2024-06-30 23:11:52,73.8,83.421,69.7482,-1.0,17.0,-0.058823529411764705
72,2024-06-30 23:16:14,72.8,83.88,69.7026,-1.0,130.0,-0.007692307692307693
70,2024-06-30 23:23:42,72.0,83.968,69.693,-2.0,445.0,-0.0044943820224719105
69,2024-06-30 23:27:14,70.6,84.053,69.6828,-1.0,15.0,-0.06666666666666667
68,2024-06-30 23:30:02,68.8,84.262,69.6566,-1.0,116.0,-0.008620689655172414
67,2024-06-30 23:40:27,67.8,84.928,69.5726,-1.0,395.0,-0.002531645569620253
67,2024-06-30 23:41:16,67.6,85.053,69.5568,-1.0,17.0,-0.058823529411764705
67,2024-06-30 23:41:50,67.6,85.178,69.541,-1.0,16.0,-0.0625
67,2024-06-30 23:42:24,67.6,85.261,69.5304,-1.0,17.0,-0.058823529411764705
66,2024-06-30 23:46:46,66.8,85.547,69.4924,-1.0,17.0,-0.058823529411764705
65,2024-06-30 23:55:19,65.8,86.506,69.3578,-1.0,2.0,-0.5
64,2024-06-30 23:58:20,65.2,86.583,69.346,-1.0,164.0,-0.006097560975609756
63,2024-07-01 00:03:32,63.8,87.0,69.2798,-1.0,32.0,-0.03125
62,2024-07-01 00:08:46,62.8,87.185,69.2486,-1.0,263.0,-0.0038022813688212928
61,2024-07-01 00:15:07,61.8,88.034,69.1044,-1.0,18.0,-0.05555555555555555
60,2024-07-01 00:18:08,60.8,87.829,69.0346,-1.0,33.0,-0.030303030303030304
82,2024-07-01 01:07:48,82.8,86.725,68.8764,-1.0,15.0,-0.06666666666666667
80,2024-07-01 01:18:32,81.6,86.655,68.8684,-2.0,412.0,-0.0048543689320388345
79,2024-07-01 01:28:43,79.8,86.141,68.8088,-1.0,17.0,-0.058823529411764705
79,2024-07-01 01:30:05,79.2,86.042,68.797,-1.0,16.0,-0.0625
78,2024-07-01 01:33:07,78.8,85.881,68.7776,-1.0,83.0,-0.012048192771084338
77,2024-07-01 01:39:40,77.8,85.504,68.731,-1.0,14.0,-0.07142857142857142
76,2024-07-01 01:44:56,76.8,85.064,68.6762,-1.0,17.0,-0.058823529411764705
74,2024-07-01 02:02:30,75.6,84.831,68.645,-2.0,890.0,-0.0022471910112359553
73,2024-07-01 02:11:17,73.8,84.025,68.538,-1.0,15.0,-0.06666666666666667
72,2024-07-01 02:16:14,72.8,83.568,68.4796,-1.0,16.0,-0.0625
71,2024-07-01 02:22:51,71.8,82.892,68.393,-1.0,16.0,-0.0625
70,2024-07-01 02:26:43,70.8,82.501,68.3418,-1.0,16.0,-0.0625
69,2024-07-01 02:32:12,69.8,81.907,68.2628,-1.0,16.0,-0.0625
68,2024-07-01 02:36:02,68.8,81.528,68.2122,-1.0,17.0,-0.058823529411764705
67,2024-07-01 02:40:27,67.8,81.051,68.1508,-1.0,16.0,-0.0625
66,2024-07-01 02:46:46,66.8,80.354,68.0594,-1.0,16.0,-0.0625
65,2024-07-01 02:52:33,65.8,79.668,67.9702,-1.0,15.0,-0.06666666666666667
65,2024-07-01 02:53:07,65.4,79.579,67.9584,-1.0,17.0,-0.058823529411764705
64,2024-07-01 02:56:08,64.8,79.222,67.9102,-1.0,17.0,-0.058823529411764705
63,2024-07-01 03:03:50,63.8,78.411,67.7966,-1.0,2.0,-0.5
62,2024-07-01 03:07:57,62.8,77.916,67.726,-1.0,15.0,-0.06666666666666667
61,2024-07-01 03:14:48,61.8,77.14,67.6152,-1.0,15.0,-0.06666666666666667
60,2024-07-01 03:18:57,60.8,76.627,67.5414,-1.0,16.0,-0.0625
59,2024-07-01 03:25:49,59.8,76.075,67.4614,-1.0,16.0,-0.0625
58,2024-07-01 03:30:15,58.8,75.612,67.3968,-1.0,18.0,-0.05555555555555555
57,2024-07-01 03:36:17,57.8,74.863,67.2954,-1.0,16.0,-0.0625
56,2024-07-01 03:39:51,56.8,74.383,67.2288,-1.0,17.0,-0.058823529411764705
55,2024-07-01 03:45:54,55.8,73.556,67.115,-1.0,1.0,-1.0
54,2024-07-01 03:48:54,54.8,73.17,67.0634,-1.0,16.0,-0.0625
53,2024-07-01 03:55:32,53.8,72.238,66.9384,-1.0,17.0,-0.058823529411764705
52,2024-07-01 04:00:28,52.8,71.589,66.8504,-1.0,16.0,-0.0625
51,2024-07-01 04:05:24,51.8,70.885,66.7582,-1.0,17.0,-0.058823529411764705
50,2024-07-01 04:08:27,50.8,70.402,66.693,-1.0,16.0,-0.0625
49,2024-07-01 04:13:08,49.8,69.757,66.6044,-1.0,17.0,-0.058823529411764705
48,2024-07-01 04:16:25,48.8,69.3,66.5426,-1.0,18.0,-0.05555555555555555
48,2024-07-01 04:17:49,48.8,69.07,66.5134,-1.0,17.0,-0.058823529411764705
47,2024-07-01 04:22:29,47.8,68.328,66.4182,-1.0,16.0,-0.0625
47,2024-07-01 04:23:18,47.4,68.209,66.4028,-1.0,16.0,-0.0625
46,2024-07-01 04:27:41,46.8,67.533,66.3166,-1.0,16.0,-0.0625
45,2024-07-01 04:37:36,45.8,65.962,66.1198,-1.0,15.0,-0.06666666666666667
44,2024-07-01 04:54:39,44.8,64.762,65.9804,-1.0,16.0,-0.0625
43,2024-07-01 05:05:07,43.8,63.251,65.8124,-1.0,17.0,-0.058823529411764705
99,2024-07-01 10:35:15,99.8,63.299,66.0334,-1.0,16.0,-0.0625
98,2024-07-01 10:46:14,98.8,64.529,66.4076,-1.0,15.0,-0.06666666666666667
97,2024-07-01 11:01:06,97.8,66.467,66.9818,-1.0,16.0,-0.0625
96,2024-07-01 11:08:47,96.8,67.488,67.2714,-1.0,16.0,-0.0625
95,2024-07-01 11:57:40,95.8,69.371,68.2222,-1.0,16.0,-0.0625
94,2024-07-01 12:13:53,94.8,70.59,68.731,-1.0,2.0,-0.5
93,2024-07-01 12:22:24,93.8,71.286,68.8608,-1.0,2.0,-0.5
92,2024-07-01 12:28:09,92.8,71.745,68.9504,-1.0,17.0,-0.058823529411764705
91,2024-07-01 12:33:40,91.8,72.221,69.0482,-1.0,1.0,-1.0
90,2024-07-01 12:39:09,90.8,72.661,69.1396,-1.0,17.0,-0.058823529411764705
89,2024-07-01 12:47:41,89.8,73.397,69.2932,-1.0,16.0,-0.0625
88,2024-07-01 12:51:16,88.8,73.682,69.3528,-1.0,17.0,-0.058823529411764705
87,2024-07-01 12:57:02,87.8,74.113,69.445,-1.0,17.0,-0.058823529411764705
86,2024-07-01 12:59:13,86.8,74.301,69.4862,-1.0,15.0,-0.06666666666666667
85,2024-07-01 13:06:07,85.8,74.874,69.613,-1.0,17.0,-0.058823529411764705
85,2024-07-01 13:06:56,85.6,74.939,69.6272,-1.0,16.0,-0.0625
84,2024-07-01 13:11:52,84.8,75.342,69.716,-1.0,15.0,-0.06666666666666667
83,2024-07-01 13:16:34,83.8,75.748,69.8062,-1.0,17.0,-0.058823529411764705
82,2024-07-01 13:19:19,82.8,75.978,69.858,-1.0,17.0,-0.058823529411764705
81,2024-07-01 13:23:58,81.8,76.349,69.9424,-1.0,15.0,-0.06666666666666667
80,2024-07-01 13:27:17,80.8,76.638,70.0066,-1.0,17.0,-0.058823529411764705
79,2024-07-01 13:30:53,79.8,76.924,70.0706,-1.0,19.0,-0.05263157894736842
78,2024-07-01 13:33:04,78.8,77.105,70.1118,-1.0,17.0,-0.058823529411764705
77,2024-07-01 13:37:11,77.8,77.424,70.1832,-1.0,17.0,-0.058823529411764705
76,2024-07-01 13:41:02,76.8,77.719,70.2514,-1.0,17.0,-0.058823529411764705
75,2024-07-01 13:45:26,75.8,78.035,70.3236,-1.0,16.0,-0.0625
74,2024-07-01 13:48:28,74.8,78.167,70.3552,-1.0,17.0,-0.058823529411764705
73,2024-07-01 13:52:02,73.8,78.428,70.4166,-1.0,18.0,-0.05555555555555555
72,2024-07-01 13:54:47,72.8,78.635,70.464,-1.0,17.0,-0.058823529411764705
71,2024-07-01 13:58:21,71.8,78.85,70.5154,-1.0,16.0,-0.0625
70,2024-07-01 14:01:55,70.8,79.079,70.5724,-1.0,32.0,-0.03125
69,2024-07-01 14:07:26,69.8,79.447,70.6652,-1.0,17.0,-0.058823529411764705
68,2024-07-01 14:09:21,68.8,79.583,70.7002,-1.0,16.0,-0.0625
67,2024-07-01 14:14:35,67.8,79.735,70.7396,-1.0,198.0,-0.005050505050505051
66,2024-07-01 14:17:02,66.8,79.816,70.7604,-1.0,16.0,-0.0625
65,2024-07-01 14:22:00,65.8,80.14,70.842,-1.0,16.0,-0.0625
64,2024-07-01 14:24:12,64.8,80.285,70.8796,-1.0,16.0,-0.0625
63,2024-07-01 14:28:04,63.8,80.536,70.9434,-1.0,2.0,-0.5
62,2024-07-01 14:31:22,62.8,80.735,70.997,-1.0,17.0,-0.058823529411764705
61,2024-07-01 14:35:29,61.8,80.976,71.0622,-1.0,16.0,-0.0625
60,2024-07-01 14:38:14,60.8,81.125,71.1032,-1.0,16.0,-0.0625
59,2024-07-01 14:41:49,59.8,81.334,71.163,-1.0,2.0,-0.5
58,2024-07-01 14:45:40,58.8,81.53,71.2224,-1.0,18.0,-0.05555555555555555
57,2024-07-01 14:49:47,57.8,81.737,71.2854,-1.0,16.0,-0.0625
56,2024-07-01 15:02:41,56.8,82.347,71.481,-1.0,14.0,-0.07142857142857142
55,2024-07-01 15:06:00,55.8,82.497,71.5302,-1.0,34.0,-0.029411764705882353
54,2024-07-01 15:08:29,54.8,82.616,71.57,-1.0,17.0,-0.058823529411764705
53,2024-07-01 15:12:03,53.8,82.598,71.623,-1.0,16.0,-0.0625
52,2024-07-01 15:17:17,52.8,82.174,71.6556,-1.0,198.0,-0.005050505050505051
51,2024-07-01 15:17:34,52.4,82.125,71.659,-1.0,17.0,-0.058823529411764705
50,2024-07-01 15:19:29,50.8,81.732,71.686,-1.0,16.0,-0.0625
49,2024-07-01 15:24:43,49.8,80.781,71.7466,-1.0,17.0,-0.058823529411764705
49,2024-07-01 15:25:49,49.6,80.583,71.7592,-1.0,17.0,-0.058823529411764705
47,2024-07-01 15:32:08,48.6,80.331,71.7738,-2.0,280.0,-0.007142857142857143
46,2024-07-01 15:36:15,46.8,79.498,71.8152,-1.0,16.0,-0.0625
87,2024-07-01 16:49:55,71.4,79.307,71.8556,-2.0,280.0,-0.007142857142857143
86,2024-07-01 16:51:16,86.8,79.246,71.9094,-1.0,15.0,-0.06666666666666667
85,2024-07-01 16:55:23,85.8,79.044,72.0792,-1.0,16.0,-0.0625
84,2024-07-01 16:59:47,84.8,78.9,72.1956,-1.0,114.0,-0.008771929824561403
83,2024-07-01 17:05:02,83.8,78.619,72.4034,-1.0,18.0,-0.05555555555555555
82,2024-07-01 17:07:27,82.8,78.498,72.4576,-1.0,15.0,-0.06666666666666667
81,2024-07-01 17:10:47,81.8,78.273,72.499,-1.0,16.0,-0.0625
80,2024-07-01 17:13:15,80.8,78.112,72.5238,-1.0,2.0,-0.5
79,2024-07-01 17:17:22,79.8,77.856,72.5534,-1.0,16.0,-0.0625
78,2024-07-01 17:19:51,78.8,77.681,72.568,-1.0,17.0,-0.058823529411764705
77,2024-07-01 17:25:37,77.8,77.554,72.5756,-1.0,215.0,-0.004651162790697674
76,2024-07-01 17:27:15,76.8,77.439,72.5798,-1.0,16.0,-0.0625
75,2024-07-01 17:30:01,75.8,77.218,72.5834,-1.0,18.0,-0.05555555555555555
74,2024-07-01 17:32:13,75.0,77.154,72.5832,-1.0,17.0,-0.058823529411764705
73,2024-07-01 17:35:47,73.8,76.845,72.5772,-1.0,18.0,-0.05555555555555555
72,2024-07-01 17:37:10,72.8,76.752,72.5738,-1.0,16.0,-0.0625
71,2024-07-01 17:40:59,71.8,76.559,72.5642,-1.0,130.0,-0.007692307692307693
69,2024-07-01 17:48:42,70.6,76.357,72.5348,-2.0,361.0,-0.00554016620498615
68,2024-07-01 17:53:24,68.8,76.14,72.485,-1.0,166.0,-0.006024096385542169
67,2024-07-01 17:56:24,67.8,75.831,72.4144,-1.0,16.0,-0.0625
66,2024-07-01 18:01:06,66.8,75.572,72.3548,-1.0,166.0,-0.006024096385542169
65,2024-07-01 18:03:15,65.8,75.339,72.3002,-1.0,15.0,-0.06666666666666667
64,2024-07-01 18:07:25,64.8,74.858,72.1906,-1.0,16.0,-0.0625
63,2024-07-01 18:12:55,63.8,74.175,72.0374,-1.0,17.0,-0.058823529411764705
62,2024-07-01 18:16:45,62.8,73.886,71.9742,-1.0,17.0,-0.058823529411764705
61,2024-07-01 18:21:43,61.8,73.302,71.8456,-1.0,16.0,-0.0625
60,2024-07-01 18:23:38,60.8,73.037,71.7878,-1.0,17.0,-0.058823529411764705
59,2024-07-01 18:25:50,60.2,72.968,71.7728,-1.0,116.0,-0.008620689655172414
58,2024-07-01 18:28:52,58.8,72.547,71.683,-1.0,17.0,-0.058823529411764705
57,2024-07-01 18:37:23,57.8,71.775,71.5156,-1.0,34.0,-0.029411764705882353
56,2024-07-01 18:39:51,56.8,71.423,71.4386,-1.0,16.0,-0.0625
54,2024-07-01 18:45:21,56.0,71.349,71.4226,-2.0,313.0,-0.006389776357827476
53,2024-07-01 18:49:12,53.8,70.781,71.2994,-1.0,16.0,-0.0625
52,2024-07-01 18:52:13,52.8,70.324,71.1998,-1.0,16.0,-0.0625
52,2024-07-01 18:53:53,52.6,70.055,71.1416,-1.0,17.0,-0.058823529411764705
51,2024-07-01 18:57:11,51.8,69.826,71.091,-1.0,83.0,-0.012048192771084338
50,2024-07-01 18:59:07,51.2,69.747,71.0736,-1.0,17.0,-0.058823529411764705
49,2024-07-01 19:03:45,49.8,69.026,70.9162,-1.0,14.0,-0.07142857142857142
48,2024-07-01 19:06:46,48.8,68.538,70.8104,-1.0,15.0,-0.06666666666666667
47,2024-07-01 19:12:51,47.8,67.529,70.5874,-1.0,16.0,-0.0625
46,2024-07-01 19:18:03,46.8,66.772,70.4162,-1.0,15.0,-0.06666666666666667
45,2024-07-01 19:27:59,45.8,65.189,70.0578,-1.0,17.0,-0.058823529411764705
44,2024-07-01 19:32:07,44.8,65.03,70.0216,-1.0,200.0,-0.005
43,2024-07-01 19:37:36,43.8,64.154,69.8212,-1.0,1.0,-1.0
43,2024-07-01 19:38:59,43.4,63.956,69.7756,-1.0,17.0,-0.058823529411764705
42,2024-07-01 19:42:17,42.8,63.447,69.6568,-1.0,16.0,-0.0625
41,2024-07-01 19:50:32,41.8,62.166,69.353,-1.0,17.0,-0.058823529411764705
40,2024-07-01 19:53:16,40.8,61.784,69.2606,-1.0,15.0,-0.06666666666666667
39,2024-07-01 20:09:13,39.8,59.527,68.6936,-1.0,33.0,-0.030303030303030304
38,2024-07-01 20:18:02,38.8,58.354,68.3738,-1.0,17.0,-0.058823529411764705
37,2024-07-01 20:41:24,37.8,56.011,67.7,-1.0,17.0,-0.058823529411764705
36,2024-07-01 20:49:37,36.8,55.187,67.4454,-1.0,14.0,-0.07142857142857142
35,2024-07-01 21:00:22,35.8,54.14,67.1108,-1.0,16.0,-0.0625
34,2024-07-01 21:06:08,34.8,53.781,66.9946,-1.0,116.0,-0.008620689655172414
34,2024-07-01 21:07:47,34.4,53.615,66.9404,-1.0,15.0,-0.06666666666666667
33,2024-07-01 21:27:52,33.8,51.828,66.3694,-1.0,17.0,-0.058823529411764705
33,2024-07-01 21:29:30,33.8,51.687,66.3228,-1.0,1.0,-1.0
32,2024-07-01 21:39:08,32.8,51.0,66.076,-1.0,17.0,-0.058823529411764705
99,2024-07-01 23:16:39,99.8,46.985,65.7336,-1.0,15.0,-0.06666666666666667
98,2024-07-01 23:30:24,98.8,48.179,66.1866,-1.0,117.0,-0.008547008547008548
97,2024-07-01 23:32:52,97.8,48.46,66.2848,-1.0,16.0,-0.0625
96,2024-07-01 23:35:20,96.8,48.747,66.384,-1.0,16.0,-0.0625
95,2024-07-01 23:39:26,95.8,49.211,66.5444,-1.0,16.0,-0.0625
94,2024-07-01 23:42:30,94.8,49.596,66.6666,-1.0,17.0,-0.058823529411764705
94,2024-07-01 23:44:40,94.8,49.836,66.6736,-1.0,16.0,-0.0625
93,2024-07-01 23:50:11,93.8,50.315,66.693,-1.0,115.0,-0.008695652173913044
92,2024-07-01 23:54:01,92.8,50.791,66.715,-1.0,15.0,-0.06666666666666667
91,2024-07-02 00:07:46,91.8,52.488,66.8062,-1.0,16.0,-0.0625
90,2024-07-02 00:10:14,90.8,52.752,66.8222,-1.0,17.0,-0.058823529411764705
89,2024-07-02 00:18:47,89.8,53.548,66.8714,-1.0,33.0,-0.030303030303030304
89,2024-07-02 00:19:20,89.6,53.619,66.8764,-1.0,16.0,-0.0625
88,2024-07-02 00:25:55,88.8,54.269,66.9274,-1.0,133.0,-0.007518796992481203
87,2024-07-02 00:31:42,87.8,55.122,67.0036,-1.0,18.0,-0.05555555555555555
86,2024-07-02 00:36:56,86.8,55.801,67.0728,-1.0,17.0,-0.058823529411764705
85,2024-07-02 00:41:18,85.8,56.332,67.1276,-1.0,15.0,-0.06666666666666667
84,2024-07-02 00:45:10,84.8,56.815,67.1802,-1.0,33.0,-0.030303030303030304
83,2024-07-02 00:50:57,83.8,57.406,67.2466,-1.0,101.0,-0.009900990099009901
82,2024-07-02 00:53:10,82.8,57.738,67.2842,-1.0,19.0,-0.05263157894736842
80,2024-07-02 01:00:34,81.6,57.952,67.3078,-2.0,230.0,-0.008695652173913044
79,2024-07-02 01:05:16,79.8,58.563,67.3758,-1.0,18.0,-0.05555555555555555
78,2024-07-02 01:08:48,79.2,58.628,67.3832,-1.0,182.0,-0.005494505494505495
77,2024-07-02 01:13:31,77.8,59.123,67.4384,-1.0,18.0,-0.05555555555555555
76,2024-07-02 01:15:42,76.8,59.419,67.4716,-1.0,17.0,-0.058823529411764705
75,2024-07-02 01:22:01,75.8,59.904,67.5286,-1.0,16.0,-0.0625
74,2024-07-02 01:25:52,74.8,60.223,67.5672,-1.0,1.0,-1.0
