Values,Timestamp,Moving Average,MA_1000,MA_5000,Voltage Change,Time Difference,Rate of Change
47,2024-06-28 14:50:24,47.8,78.696,67.6658,-1.0,164.0,-0.006097560975609756
77,2024-06-28 15:42:33,77.8,78.197,67.7566,-1.0,16.0,-0.0625
76,2024-06-28 15:45:34,77.2,78.16,67.7728,-1.0,66.0,-0.015151515151515152
75,2024-06-28 15:53:16,76.4,78.104,67.797,-2.0,396.0,-0.005050505050505051
74,2024-06-28 15:54:21,74.8,78.023,67.8282,-1.0,16.0,-0.0625
73,2024-06-28 15:58:29,73.8,77.835,67.8982,-1.0,15.0,-0.06666666666666667
72,2024-06-28 16:01:29,72.8,77.582,67.9892,-1.0,15.0,-0.06666666666666667
71,2024-06-28 16:06:10,71.8,77.185,68.1248,-1.0,16.0,-0.0625
71,2024-06-28 16:07:48,71.8,77.051,68.17,-1.0,17.0,-0.058823529411764705
70,2024-06-28 16:09:45,70.8,76.866,68.229,-1.0,15.0,-0.06666666666666667
69,2024-06-28 16:15:00,69.8,76.366,68.38,-1.0,18.0,-0.05555555555555555
68,2024-06-28 16:16:54,68.8,76.173,68.4358,-1.0,17.0,-0.058823529411764705
67,2024-06-28 16:21:49,67.8,75.772,68.5444,-1.0,48.0,-0.020833333333333332
66,2024-06-28 16:24:02,66.8,75.537,68.6046,-1.0,17.0,-0.058823529411764705
65,2024-06-28 16:27:37,65.8,75.142,68.7034,-1.0,2.0,-0.5
65,2024-06-28 16:28:26,65.6,75.063,68.723,-1.0,16.0,-0.0625
64,2024-06-28 16:30:22,64.8,74.846,68.774,-1.0,2.0,-0.5
63,2024-06-28 16:34:28,63.8,74.425,68.8668,-1.0,16.0,-0.0625
63,2024-06-28 16:35:02,63.6,74.368,68.879,-1.0,15.0,-0.06666666666666667
62,2024-06-28 16:38:51,62.8,73.932,68.9692,-1.0,16.0,-0.0625
61,2024-06-28 16:44:05,61.8,73.315,69.095,-1.0,16.0,-0.0625
60,2024-06-28 16:46:17,60.8,73.044,69.147,-1.0,15.0,-0.06666666666666667
59,2024-06-28 16:51:32,59.8,72.392,69.2644,-1.0,18.0,-0.05555555555555555
58,2024-06-28 16:54:02,58.8,72.071,69.3182,-1.0,18.0,-0.05555555555555555
57,2024-06-28 16:58:06,57.8,71.546,69.3988,-1.0,15.0,-0.06666666666666667
56,2024-06-28 17:00:52,56.8,71.182,69.445,-1.0,17.0,-0.058823529411764705
55,2024-06-28 17:05:00,55.8,70.603,69.5008,-1.0,15.0,-0.06666666666666667
54,2024-06-28 17:09:39,54.8,70.182,69.5292,-1.0,96.0,-0.010416666666666666
53,2024-06-28 17:12:59,53.8,69.677,69.5504,-1.0,18.0,-0.05555555555555555
53,2024-06-28 17:13:48,53.6,69.569,69.5538,-1.0,17.0,-0.058823529411764705
52,2024-06-28 17:16:35,52.8,69.172,69.5602,-1.0,20.0,-0.05
50,2024-06-28 17:26:43,51.6,68.578,69.5548,-2.0,364.0,-0.005494505494505495
49,2024-06-28 17:27:34,50.6,68.499,69.5522,-1.0,34.0,-0.029411764705882353
48,2024-06-28 17:29:10,48.8,68.259,69.5426,-1.0,16.0,-0.0625
48,2024-06-28 17:29:30,48.6,68.18,69.5388,-1.0,19.0,-0.05263157894736842
47,2024-06-28 17:33:52,47.8,67.499,69.497,-1.0,16.0,-0.0625
47,2024-06-28 17:34:24,47.6,67.418,69.491,-1.0,16.0,-0.0625
46,2024-06-28 17:38:49,46.8,66.72,69.4302,-1.0,16.0,-0.0625
45,2024-06-28 17:42:39,45.8,66.109,69.3618,-1.0,16.0,-0.0625
44,2024-06-28 17:47:21,44.8,65.34,69.256,-1.0,17.0,-0.058823529411764705
44,2024-06-28 17:48:10,44.6,65.219,69.2374,-1.0,16.0,-0.0625
43,2024-06-28 17:56:24,43.8,64.113,69.049,-1.0,114.0,-0.008771929824561403
42,2024-06-28 17:58:06,42.8,63.825,68.997,-1.0,18.0,-0.05555555555555555
42,2024-06-28 17:59:09,42.2,63.658,68.9668,-1.0,15.0,-0.06666666666666667
41,2024-06-28 18:03:19,41.8,62.985,68.8372,-1.0,18.0,-0.05555555555555555
40,2024-06-28 18:07:25,40.8,62.296,68.6864,-1.0,16.0,-0.0625
39,2024-06-28 18:15:24,39.8,60.904,68.3222,-1.0,17.0,-0.058823529411764705
38,2024-06-28 18:20:37,38.8,60.004,68.0658,-1.0,16.0,-0.0625
37,2024-06-28 18:29:08,37.8,58.584,67.6484,-1.0,16.0,-0.0625
36,2024-06-28 18:36:34,36.8,57.402,67.2994,-1.0,17.0,-0.058823529411764705
36,2024-06-28 18:37:07,36.6,57.321,67.2752,-1.0,17.0,-0.058823529411764705
35,2024-06-28 18:48:07,35.8,55.642,66.7726,-1.0,17.0,-0.058823529411764705
34,2024-06-28 18:56:55,34.8,54.278,66.3578,-1.0,17.0,-0.058823529411764705
33,2024-06-28 19:12:37,33.8,52.013,65.6308,-1.0,19.0,-0.05263157894736842
32,2024-06-28 19:21:40,32.8,50.781,65.2184,-1.0,17.0,-0.058823529411764705
99,2024-06-28 22:09:03,99.8,52.499,64.7908,-1.0,17.0,-0.058823529411764705
98,2024-06-28 22:16:11,98.8,53.822,64.8882,-1.0,17.0,-0.058823529411764705
97,2024-06-28 22:25:48,97.8,55.602,65.0364,-1.0,17.0,-0.058823529411764705
97,2024-06-28 22:26:37,97.6,55.751,65.0488,-1.0,16.0,-0.0625
96,2024-06-28 22:41:27,96.8,57.31,65.3048,-1.0,16.0,-0.0625
95,2024-06-28 23:01:32,95.8,59.324,65.7552,-1.0,3.0,-0.3333333333333333
94,2024-06-28 23:06:43,94.8,59.907,65.9048,-1.0,15.0,-0.06666666666666667
93,2024-06-28 23:15:14,93.8,60.872,66.0048,-1.0,14.0,-0.07142857142857142
92,2024-06-28 23:21:01,92.8,61.579,66.0566,-1.0,15.0,-0.06666666666666667
91,2024-06-28 23:26:16,91.8,62.235,66.1098,-1.0,18.0,-0.05555555555555555
90,2024-06-28 23:38:38,90.8,63.863,66.2664,-1.0,17.0,-0.058823529411764705
89,2024-06-28 23:43:18,89.8,64.441,66.3266,-1.0,16.0,-0.0625
88,2024-06-28 23:46:51,88.8,64.919,66.3762,-1.0,16.0,-0.0625
87,2024-06-28 23:51:33,87.8,65.57,66.4432,-1.0,16.0,-0.0625
86,2024-06-28 23:56:14,86.8,66.193,66.5074,-1.0,18.0,-0.05555555555555555
85,2024-06-29 00:02:50,85.8,67.153,66.6042,-1.0,17.0,-0.058823529411764705
84,2024-06-29 00:06:56,84.8,67.792,66.6692,-1.0,16.0,-0.0625
83,2024-06-29 00:13:17,83.8,68.392,66.7304,-1.0,133.0,-0.007518796992481203
82,2024-06-29 00:14:55,82.8,68.651,66.7568,-1.0,17.0,-0.058823529411764705
81,2024-06-29 00:20:10,81.8,69.428,66.834,-1.0,3.0,-0.3333333333333333
80,2024-06-29 00:23:44,80.8,69.76,66.8676,-1.0,17.0,-0.058823529411764705
79,2024-06-29 00:29:14,79.8,70.555,66.947,-1.0,17.0,-0.058823529411764705
78,2024-06-29 00:34:27,78.8,71.327,67.025,-1.0,16.0,-0.0625
77,2024-06-29 00:41:52,77.8,72.37,67.132,-1.0,16.0,-0.0625
76,2024-06-29 00:45:10,76.8,72.813,67.1784,-1.0,1.0,-1.0
75,2024-06-29 00:50:23,75.8,73.505,67.2528,-1.0,16.0,-0.0625
74,2024-06-29 00:53:07,74.8,73.864,67.2914,-1.0,15.0,-0.06666666666666667
73,2024-06-29 00:59:10,73.8,74.689,67.3846,-1.0,31.0,-0.03225806451612903
72,2024-06-29 01:02:30,72.8,75.179,67.445,-1.0,17.0,-0.058823529411764705
71,2024-06-29 01:07:09,71.8,75.458,67.4784,-1.0,16.0,-0.0625
70,2024-06-29 01:11:01,70.8,76.001,67.544,-1.0,17.0,-0.058823529411764705
69,2024-06-29 01:15:24,69.8,76.573,67.6126,-1.0,15.0,-0.06666666666666667
68,2024-06-29 01:28:38,68.8,78.275,67.8318,-1.0,17.0,-0.058823529411764705
67,2024-06-29 01:33:51,67.8,78.67,67.8862,-1.0,17.0,-0.058823529411764705
66,2024-06-29 01:37:57,66.8,79.194,67.9592,-1.0,17.0,-0.058823529411764705
65,2024-06-29 01:43:10,65.8,79.865,68.055,-1.0,15.0,-0.06666666666666667
64,2024-06-29 01:45:40,64.8,80.143,68.0962,-1.0,16.0,-0.0625
63,2024-06-29 01:49:31,63.8,80.622,68.1666,-1.0,16.0,-0.0625
62,2024-06-29 01:52:49,62.8,80.978,68.2192,-1.0,18.0,-0.05555555555555555
61,2024-06-29 01:57:12,61.8,81.412,68.2832,-1.0,16.0,-0.0625
60,2024-06-29 01:59:57,60.8,81.691,68.325,-1.0,16.0,-0.0625
59,2024-06-29 02:06:50,59.8,82.472,68.4368,-1.0,17.0,-0.058823529411764705
58,2024-06-29 02:11:15,58.8,82.93,68.5022,-1.0,17.0,-0.058823529411764705
57,2024-06-29 02:15:55,57.8,82.893,68.5704,-1.0,34.0,-0.029411764705882353
52,2024-06-29 02:35:10,56.2,82.807,68.5802,-5.0,1121.0,-0.0044603033006244425
51,2024-06-29 02:39:00,51.8,82.304,68.6218,-1.0,17.0,-0.058823529411764705
50,2024-06-29 02:42:17,50.8,81.749,68.6554,-1.0,16.0,-0.0625
49,2024-06-29 02:47:32,49.8,80.648,68.5344,-1.0,1.0,-1.0
48,2024-06-29 02:53:17,48.8,80.035,68.4126,-1.0,16.0,-0.0625
47,2024-06-29 02:56:37,47.8,79.826,68.3716,-1.0,165.0,-0.006060606060606061
46,2024-06-29 03:00:12,46.8,79.094,68.2268,-1.0,17.0,-0.058823529411764705
43,2024-06-29 03:11:28,45.4,78.296,68.0702,-3.0,462.0,-0.006493506493506494
42,2024-06-29 03:13:56,42.8,78.073,68.0262,-1.0,16.0,-0.0625
41,2024-06-29 03:17:30,41.8,77.288,67.872,-1.0,16.0,-0.0625
40,2024-06-29 03:32:04,40.8,74.184,67.2606,-1.0,16.0,-0.0625
81,2024-06-29 05:25:14,81.8,65.989,65.6426,-1.0,17.0,-0.058823529411764705
81,2024-06-29 05:28:00,81.6,65.966,65.638,-1.0,150.0,-0.006666666666666667
80,2024-06-29 05:30:44,80.8,65.845,65.6138,-1.0,17.0,-0.058823529411764705
77,2024-06-29 05:39:51,79.4,65.738,65.5932,-3.0,448.0,-0.006696428571428571
76,2024-06-29 05:42:51,76.8,65.677,65.581,-1.0,115.0,-0.008695652173913044
75,2024-06-29 05:44:46,75.8,65.58,65.5616,-1.0,16.0,-0.0625
74,2024-06-29 05:52:30,74.8,65.28,65.5016,-1.0,199.0,-0.005025125628140704
73,2024-06-29 05:54:40,73.8,65.126,65.4708,-1.0,15.0,-0.06666666666666667
72,2024-06-29 05:58:16,72.8,65.017,65.4496,-1.0,132.0,-0.007575757575757576
68,2024-06-29 06:07:36,71.2,64.823,65.4128,-4.0,412.0,-0.009708737864077669
67,2024-06-29 06:10:52,67.8,64.546,65.3604,-1.0,16.0,-0.0625
66,2024-06-29 06:12:49,66.8,64.378,65.3294,-1.0,16.0,-0.0625
63,2024-06-29 06:27:24,65.4,64.183,65.2934,-3.0,759.0,-0.003952569169960474
62,2024-06-29 06:30:24,62.8,63.993,65.2582,-1.0,80.0,-0.0125
61,2024-06-29 06:32:36,61.8,63.856,65.2328,-1.0,14.0,-0.07142857142857142
60,2024-06-29 06:35:21,60.8,63.548,65.176,-1.0,14.0,-0.07142857142857142
59,2024-06-29 06:39:14,59.8,63.267,65.1238,-1.0,16.0,-0.0625
58,2024-06-29 06:40:52,58.8,63.092,65.0918,-1.0,17.0,-0.058823529411764705
57,2024-06-29 06:45:01,58.0,63.002,65.0754,-1.0,217.0,-0.004608294930875576
56,2024-06-29 06:46:06,56.8,62.881,65.0528,-1.0,17.0,-0.058823529411764705
56,2024-06-29 06:47:28,56.2,62.758,65.0302,-1.0,15.0,-0.06666666666666667
54,2024-06-29 06:56:01,55.6,62.447,64.9738,-2.0,330.0,-0.006060606060606061
53,2024-06-29 06:58:10,53.8,62.318,64.9496,-1.0,16.0,-0.0625
52,2024-06-29 07:01:14,52.8,61.921,64.8756,-1.0,18.0,-0.05555555555555555
51,2024-06-29 07:07:33,51.8,61.648,64.8348,-1.0,264.0,-0.003787878787878788
50,2024-06-29 07:09:11,50.8,61.442,64.8144,-1.0,16.0,-0.0625
49,2024-06-29 07:12:48,49.8,61.091,64.7802,-1.0,17.0,-0.058823529411764705
48,2024-06-29 07:19:07,48.8,60.254,64.699,-1.0,18.0,-0.05555555555555555
47,2024-06-29 07:23:14,47.8,59.98,64.6718,-1.0,149.0,-0.006711409395973154
46,2024-06-29 07:25:09,46.8,59.734,64.6478,-1.0,16.0,-0.0625
45,2024-06-29 07:33:56,45.8,58.758,64.5536,-1.0,15.0,-0.06666666666666667
44,2024-06-29 07:46:21,44.8,57.165,64.4134,-1.0,18.0,-0.05555555555555555
43,2024-06-29 08:02:00,43.8,55.88,64.3176,-1.0,16.0,-0.0625
42,2024-06-29 08:10:31,42.8,54.993,64.252,-1.0,15.0,-0.06666666666666667
41,2024-06-29 08:19:37,41.8,53.885,64.1818,-1.0,18.0,-0.05555555555555555
41,2024-06-29 08:24:17,41.8,53.341,64.1576,-1.0,2.0,-0.5
41,2024-06-29 08:28:40,41.8,52.871,64.1434,-1.0,15.0,-0.06666666666666667
40,2024-06-29 08:35:16,40.8,52.142,64.0354,-1.0,17.0,-0.058823529411764705
39,2024-06-29 08:48:45,39.8,51.34,63.7732,-1.0,166.0,-0.006024096385542169
38,2024-06-29 09:03:19,38.8,49.786,63.2548,-1.0,2.0,-0.5
38,2024-06-29 09:06:37,38.8,49.467,63.1436,-1.0,16.0,-0.0625
99,2024-06-29 11:15:01,99.8,55.474,63.4388,-1.0,410.0,-0.0024390243902439024
98,2024-06-29 11:32:06,98.8,56.181,63.5706,-1.0,645.0,-0.0015503875968992248
97,2024-06-29 12:21:08,97.8,59.793,64.55,-1.0,17.0,-0.058823529411764705
96,2024-06-29 12:53:20,96.8,60.955,65.1478,-1.0,17.0,-0.058823529411764705
95,2024-06-29 13:01:16,95.8,61.643,65.4286,-1.0,16.0,-0.0625
94,2024-06-29 13:05:09,94.8,62.118,65.604,-1.0,16.0,-0.0625
93,2024-06-29 13:25:13,93.8,65.02,66.509,-1.0,18.0,-0.05555555555555555
92,2024-06-29 13:30:57,92.8,66.019,66.7826,-1.0,15.0,-0.06666666666666667
91,2024-06-29 13:41:10,91.8,67.615,67.215,-1.0,3.0,-0.3333333333333333
91,2024-06-29 13:43:05,91.8,67.934,67.2998,-1.0,18.0,-0.05555555555555555
91,2024-06-29 13:43:53,91.4,68.116,67.3482,-1.0,16.0,-0.0625
90,2024-06-29 13:58:28,90.8,70.778,68.0506,-1.0,17.0,-0.058823529411764705
89,2024-06-29 14:09:11,89.8,72.762,68.5664,-1.0,17.0,-0.058823529411764705
88,2024-06-29 14:20:44,88.8,74.244,68.9484,-1.0,132.0,-0.007575757575757576
87,2024-06-29 14:39:25,87.8,77.71,69.8332,-1.0,16.0,-0.0625
86,2024-06-29 14:43:49,86.8,78.449,70.0186,-1.0,15.0,-0.06666666666666667
85,2024-06-29 15:01:57,85.8,80.727,70.577,-1.0,346.0,-0.002890173410404624
84,2024-06-29 15:22:52,84.8,84.254,70.5952,-1.0,17.0,-0.058823529411764705
83,2024-06-29 15:34:56,83.8,86.399,70.454,-1.0,17.0,-0.058823529411764705
82,2024-06-29 15:36:36,82.8,86.687,70.4314,-1.0,16.0,-0.0625
81,2024-06-29 15:40:26,81.8,87.248,70.3824,-1.0,16.0,-0.0625
80,2024-06-29 15:48:41,80.8,88.227,70.2756,-1.0,17.0,-0.058823529411764705
79,2024-06-29 15:53:39,79.8,88.689,70.211,-1.0,16.0,-0.0625
78,2024-06-29 15:56:39,78.8,88.905,70.17,-1.0,14.0,-0.07142857142857142
77,2024-06-29 16:06:52,77.8,89.329,70.0258,-1.0,17.0,-0.058823529411764705
76,2024-06-29 16:10:57,76.8,89.372,69.9686,-1.0,16.0,-0.0625
75,2024-06-29 16:22:48,75.8,89.191,69.7842,-1.0,16.0,-0.0625
74,2024-06-29 16:29:25,74.8,89.134,69.7604,-1.0,265.0,-0.0037735849056603774
73,2024-06-29 16:29:56,74.2,89.11,69.7522,-1.0,15.0,-0.06666666666666667
72,2024-06-29 16:38:43,72.8,88.319,69.605,-1.0,16.0,-0.0625
71,2024-06-29 16:43:09,71.8,87.814,69.5256,-1.0,17.0,-0.058823529411764705
70,2024-06-29 16:46:27,70.8,87.436,69.4672,-1.0,17.0,-0.058823529411764705
69,2024-06-29 16:54:09,69.8,86.881,69.3796,-1.0,17.0,-0.058823529411764705
68,2024-06-29 16:56:04,68.8,86.648,69.341,-1.0,16.0,-0.0625
67,2024-06-29 17:01:50,67.8,86.377,69.2962,-1.0,16.0,-0.0625
66,2024-06-29 17:07:21,66.8,86.128,69.256,-1.0,17.0,-0.058823529411764705
66,2024-06-29 17:08:27,66.4,86.033,69.2406,-1.0,32.0,-0.03125
65,2024-06-29 17:13:06,65.8,85.456,69.1468,-1.0,15.0,-0.06666666666666667
64,2024-06-29 17:15:19,64.8,85.158,69.098,-1.0,1.0,-1.0
64,2024-06-29 17:16:42,64.8,84.992,69.0708,-1.0,17.0,-0.058823529411764705
63,2024-06-29 17:24:25,63.8,84.243,68.9486,-1.0,34.0,-0.029411764705882353
62,2024-06-29 17:26:52,62.8,83.899,68.8924,-1.0,16.0,-0.0625
61,2024-06-29 17:32:22,61.8,83.163,68.7704,-1.0,1.0,-1.0
60,2024-06-29 17:35:24,60.8,82.766,68.7042,-1.0,18.0,-0.05555555555555555
59,2024-06-29 17:38:58,59.8,82.249,68.6172,-1.0,16.0,-0.0625
58,2024-06-29 17:40:38,58.8,82.026,68.579,-1.0,2.0,-0.5
57,2024-06-29 17:45:02,57.8,81.417,68.4764,-1.0,18.0,-0.05555555555555555
56,2024-06-29 17:47:31,56.8,81.074,68.4168,-1.0,18.0,-0.05555555555555555
55,2024-06-29 17:51:36,55.8,80.878,68.3826,-1.0,181.0,-0.0055248618784530384
52,2024-06-29 18:00:58,54.4,80.601,68.333,-3.0,477.0,-0.006289308176100629
51,2024-06-29 18:03:09,51.8,80.264,68.272,-1.0,16.0,-0.0625
50,2024-06-29 18:07:18,50.8,79.532,68.14,-1.0,17.0,-0.058823529411764705
49,2024-06-29 18:13:37,49.8,78.431,67.9448,-1.0,17.0,-0.058823529411764705
48,2024-06-29 18:19:56,48.8,77.71,67.8186,-1.0,164.0,-0.006097560975609756
47,2024-06-29 18:22:08,47.8,77.344,67.7544,-1.0,16.0,-0.0625
46,2024-06-29 18:25:27,46.8,76.837,67.664,-1.0,17.0,-0.058823529411764705
45,2024-06-29 18:33:58,45.8,75.263,67.386,-1.0,16.0,-0.0625
44,2024-06-29 18:36:25,44.8,74.839,67.3138,-1.0,16.0,-0.0625
43,2024-06-29 18:43:19,43.8,73.514,67.084,-1.0,16.0,-0.0625
42,2024-06-29 18:51:03,42.8,72.073,66.8376,-1.0,35.0,-0.02857142857142857
41,2024-06-29 18:55:24,41.8,71.243,66.6946,-1.0,16.0,-0.0625
40,2024-06-29 18:57:55,40.8,70.752,66.6084,-1.0,19.0,-0.05263157894736842
39,2024-06-29 19:02:01,40.2,70.651,66.5906,-1.0,214.0,-0.004672897196261682
38,2024-06-29 19:05:03,39.6,70.599,66.5814,-1.0,182.0,-0.005494505494505495
77,2024-06-29 20:03:34,77.8,70.09,66.5062,-1.0,3.0,-0.3333333333333333
76,2024-06-29 20:06:01,76.8,69.974,66.497,-1.0,1.0,-1.0
75,2024-06-29 20:10:08,75.8,69.765,66.4794,-1.0,16.0,-0.0625
75,2024-06-29 20:10:58,75.6,69.725,66.4762,-1.0,17.0,-0.058823529411764705
74,2024-06-29 20:12:38,74.8,69.626,66.469,-1.0,18.0,-0.05555555555555555
73,2024-06-29 20:16:43,73.8,69.397,66.4518,-1.0,16.0,-0.0625
72,2024-06-29 20:19:44,72.8,69.231,66.4406,-1.0,16.0,-0.0625
71,2024-06-29 20:23:36,71.8,69.054,66.4272,-1.0,15.0,-0.06666666666666667
70,2024-06-29 20:27:27,70.8,68.815,66.4098,-1.0,16.0,-0.0625
69,2024-06-29 20:30:27,69.8,68.598,66.3934,-1.0,15.0,-0.06666666666666667
68,2024-06-29 20:35:42,68.8,68.222,66.3666,-1.0,18.0,-0.05555555555555555
67,2024-06-29 20:39:17,67.8,67.958,66.3464,-1.0,17.0,-0.058823529411764705
66,2024-06-29 20:41:43,66.8,67.767,66.3322,-1.0,15.0,-0.06666666666666667
65,2024-06-29 20:46:58,65.8,67.346,66.3004,-1.0,17.0,-0.058823529411764705
64,2024-06-29 20:51:04,64.8,67.01,66.2768,-1.0,16.0,-0.0625
63,2024-06-29 20:54:21,63.8,66.736,66.2588,-1.0,16.0,-0.0625
62,2024-06-29 20:57:06,62.8,66.493,66.2432,-1.0,16.0,-0.0625
61,2024-06-29 21:04:17,61.8,65.825,66.2046,-1.0,17.0,-0.058823529411764705
60,2024-06-29 21:07:17,60.8,65.536,66.188,-1.0,15.0,-0.06666666666666667
59,2024-06-29 21:12:00,59.8,65.069,66.1658,-1.0,18.0,-0.05555555555555555
58,2024-06-29 21:16:38,58.8,64.668,66.1514,-1.0,17.0,-0.058823529411764705
57,2024-06-29 21:23:00,57.8,63.995,66.1442,-1.0,18.0,-0.05555555555555555
56,2024-06-29 21:25:11,56.8,63.766,66.142,-1.0,16.0,-0.0625
55,2024-06-29 21:30:57,55.8,63.231,66.1344,-1.0,18.0,-0.05555555555555555
54,2024-06-29 21:33:24,54.8,62.996,66.131,-1.0,16.0,-0.0625
53,2024-06-29 21:37:49,53.8,62.516,66.1266,-1.0,16.0,-0.0625
52,2024-06-29 21:41:07,52.8,62.191,66.124,-1.0,15.0,-0.06666666666666667
51,2024-06-29 21:46:53,51.8,61.578,66.1204,-1.0,16.0,-0.0625
50,2024-06-29 21:49:56,50.8,61.226,66.1176,-1.0,2.0,-0.5
49,2024-06-29 21:54:02,49.8,61.029,66.1156,-1.0,147.0,-0.006802721088435374
48,2024-06-29 21:56:47,48.8,60.71,66.111,-1.0,15.0,-0.06666666666666667
47,2024-06-29 22:01:27,47.8,60.191,66.1032,-1.0,16.0,-0.0625
47,2024-06-29 22:02:18,47.2,60.076,66.1018,-1.0,17.0,-0.058823529411764705
46,2024-06-29 22:04:29,46.8,59.843,66.0994,-1.0,17.0,-0.058823529411764705
45,2024-06-29 22:10:33,45.8,59.092,66.0086,-1.0,16.0,-0.0625
44,2024-06-29 22:13:00,44.8,58.815,65.9556,-1.0,16.0,-0.0625
43,2024-06-29 22:20:42,43.8,58.081,65.8118,-1.0,115.0,-0.008695652173913044
42,2024-06-29 22:21:33,42.8,57.96,65.7884,-1.0,16.0,-0.0625
41,2024-06-29 22:26:13,41.8,57.408,65.6822,-1.0,16.0,-0.0625
40,2024-06-29 22:28:58,40.8,57.066,65.6182,-1.0,16.0,-0.0625
39,2024-06-29 22:34:44,39.8,56.362,65.4836,-1.0,16.0,-0.0625
38,2024-06-29 22:38:53,38.8,55.842,65.386,-1.0,18.0,-0.05555555555555555
37,2024-06-29 22:44:05,37.8,55.226,65.2678,-1.0,15.0,-0.06666666666666667
36,2024-06-29 22:46:51,36.8,54.906,65.2066,-1.0,16.0,-0.0625
35,2024-06-29 22:55:06,35.8,53.956,65.0264,-1.0,16.0,-0.0625
34,2024-06-29 23:04:44,34.8,52.901,64.8276,-1.0,17.0,-0.058823529411764705
33,2024-06-29 23:19:17,33.8,51.442,64.5504,-1.0,17.0,-0.058823529411764705
32,2024-06-29 23:24:47,32.8,50.984,64.4534,-1.0,17.0,-0.058823529411764705
99,2024-06-30 04:32:32,99.8,55.71,65.3852,-1.0,16.0,-0.0625
98,2024-06-30 04:39:58,98.8,57.252,65.7386,-1.0,2.0,-0.5
97,2024-06-30 04:46:33,97.8,57.804,66.0446,-1.0,15.0,-0.06666666666666667
96,2024-06-30 04:51:45,96.8,58.243,66.2804,-1.0,16.0,-0.0625
95,2024-06-30 05:00:16,95.8,59.029,66.6788,-1.0,16.0,-0.0625
94,2024-06-30 05:07:10,94.8,59.72,67.0072,-1.0,17.0,-0.058823529411764705
93,2024-06-30 05:28:13,93.8,60.591,67.4034,-1.0,16.0,-0.0625
92,2024-06-30 05:36:28,92.8,61.453,67.7758,-1.0,16.0,-0.0625
91,2024-06-30 05:46:22,91.8,62.552,68.228,-1.0,17.0,-0.058823529411764705
90,2024-06-30 05:52:07,90.8,62.928,68.376,-1.0,32.0,-0.03125
89,2024-06-30 06:00:23,89.8,63.881,68.7514,-1.0,18.0,-0.05555555555555555
88,2024-06-30 06:06:24,88.8,64.56,69.0122,-1.0,16.0,-0.0625
88,2024-06-30 06:06:41,88.6,64.619,69.0348,-1.0,15.0,-0.06666666666666667
87,2024-06-30 06:16:36,87.8,65.77,69.4004,-1.0,17.0,-0.058823529411764705
86,2024-06-30 06:22:55,86.8,66.486,69.4096,-1.0,33.0,-0.030303030303030304
85,2024-06-30 06:27:19,85.8,66.992,69.3786,-1.0,17.0,-0.058823529411764705
84,2024-06-30 06:42:26,84.8,68.793,69.217,-1.0,17.0,-0.058823529411764705
83,2024-06-30 06:46:50,83.8,69.415,69.1644,-1.0,16.0,-0.0625
82,2024-06-30 06:49:18,82.8,69.729,69.1372,-1.0,17.0,-0.058823529411764705
81,2024-06-30 06:53:41,81.8,70.278,69.0858,-1.0,15.0,-0.06666666666666667
80,2024-06-30 06:58:39,80.8,70.797,69.0364,-1.0,17.0,-0.058823529411764705
79,2024-06-30 07:05:32,79.8,71.693,68.9478,-1.0,18.0,-0.05555555555555555
78,2024-06-30 07:08:48,78.8,72.112,68.9044,-1.0,16.0,-0.0625
77,2024-06-30 07:13:47,77.8,72.805,68.8298,-1.0,17.0,-0.058823529411764705
76,2024-06-30 07:17:03,76.8,73.259,68.7802,-1.0,16.0,-0.0625
75,2024-06-30 07:22:17,75.8,74.003,68.696,-1.0,16.0,-0.0625
74,2024-06-30 07:24:47,74.8,74.352,68.6538,-1.0,18.0,-0.05555555555555555
73,2024-06-30 07:29:43,73.8,74.803,68.5964,-1.0,16.0,-0.0625
72,2024-06-30 07:33:02,72.8,75.25,68.5368,-1.0,17.0,-0.058823529411764705
71,2024-06-30 07:37:42,71.8,75.899,68.4494,-1.0,16.0,-0.0625
70,2024-06-30 07:41:17,70.8,76.381,68.3848,-1.0,17.0,-0.058823529411764705
69,2024-06-30 07:45:09,69.8,76.924,68.3078,-1.0,18.0,-0.05555555555555555
68,2024-06-30 07:48:24,68.8,77.355,68.245,-1.0,15.0,-0.06666666666666667
67,2024-06-30 07:52:48,67.8,77.915,68.161,-1.0,16.0,-0.0625
66,2024-06-30 07:57:30,66.8,78.49,68.0714,-1.0,15.0,-0.06666666666666667
65,2024-06-30 08:04:06,65.8,79.289,67.9462,-1.0,17.0,-0.058823529411764705
64,2024-06-30 08:07:58,64.8,79.722,67.8732,-1.0,34.0,-0.029411764705882353
63,2024-06-30 08:12:05,63.8,80.231,67.783,-1.0,2.0,-0.5
62,2024-06-30 08:15:55,62.8,80.618,67.7136,-1.0,16.0,-0.0625
61,2024-06-30 08:20:35,61.8,81.116,67.6232,-1.0,16.0,-0.0625
60,2024-06-30 08:23:36,60.8,81.463,67.5584,-1.0,16.0,-0.0625
59,2024-06-30 08:27:45,59.8,81.91,67.4718,-1.0,16.0,-0.0625
58,2024-06-30 08:30:14,58.8,81.948,67.4228,-1.0,18.0,-0.05555555555555555
57,2024-06-30 08:33:49,57.8,81.825,67.3498,-1.0,17.0,-0.058823529411764705
56,2024-06-30 08:36:17,56.8,81.708,67.2926,-1.0,17.0,-0.058823529411764705
